X,Y,fid,Type,Owner,Cable Count,Comments,Photo 1,Photo 2,User,Date Time,Surveyed,Photo 3,icon_url
-95.3606893159091,44.787292308762,87,,,,,,,,2023/03/17 16:45:36,0,,./0.png
